date,configuration,nav_pre,gamma_risk,information_ratio,information_ratio_diagonal,information_ratio_without_identity,lowest_volatility_asset,lowest_volatility,alpha_dispersion,cos_theta,psi_unit,psi_mis,forecast_volatility,turnover,trading_cost,status,attempt,rung,relaxed,fell_back,at_lower_bound,largest_weight,effective_assets,family4_has_short,family4_l1_distance,term_alpha,term_risk,term_misalignment,term_trading_cost,adv_participation_binding,adv_participation_multiplier,adv_participation_value,position_box_binding,position_box_multiplier,position_box_value,turnover_binding,turnover_multiplier,turnover_value,w_commodity,w_dev_ex_us_equity,w_em_equity,w_gold,w_govt_10y,w_govt_2y,w_govt_30y,w_govt_5y,w_hy_credit,w_ig_credit,w_tips_10y,w_us_large_equity,w_us_small_equity
2009-05-29,rstr/A_low/spread_low,405994.6505,85.02373363,3.830555351,2.51339121,2.874314644,govt_2y,0.004272390349,0.01339088673,0.842825607,0.08068016538,119.4919709,0.004399652152,1,0.0003818493874,optimal,CLARABEL,0,,False,9,0.9246466456,1.165766983,True,0.670104648,0.009278176868,0.00164579923,0.005176647893,0.0003818493874,False,1.417598756e-11,0.004936170521,False,2.526145251e-10,0.9246466456,False,1.979028493e-11,1,7.393245619e-10,3.497895887e-08,8.118988922e-10,1.36971145e-09,5.50817666e-09,0.9246466456,5.371427435e-10,4.535856935e-08,0.0447895595,1.298289281e-08,0.02869389636,1.771629701e-08,0.001869778511
2009-06-30,rstr/A_low/spread_low,405873.1,29.56211418,1.331855352,0.7989205257,1.205186683,govt_2y,0.006350889451,0.009387951574,0.7000349895,0.03659395991,62.63194736,0.006448131452,0.08934873148,8.936976268e-05,optimal,CLARABEL,0,,False,9,0.909221801,1.204403011,True,0.9938235971,0.004098284023,0.001229145386,0.0005741197017,8.936976268e-05,False,4.196113226e-12,0.0001326686252,False,6.310757816e-11,0.909221801,False,3.074350805e-12,0.08934873148,5.230979712e-10,5.878774858e-10,0.00884626877,0.0318033948,5.11279997e-10,0.909221801,1.745420217e-10,1.53358211e-09,0.05012852722,2.62279362e-09,1.267469834e-09,5.146157113e-10,4.844901609e-10
2009-07-31,rstr/A_low/spread_low,408468.4477,31.57242536,1.422425454,0.8788492776,1.171868984,govt_2y,0.005795750219,0.008003918355,0.7471750311,0.03624261359,98.51774886,0.005831158833,0.02253408798,1.523666011e-05,optimal,CLARABEL,0,,False,10,0.9104558583,1.200005705,True,1.00219856,0.004116470031,0.001073538657,0.0005059002339,1.523666011e-05,False,1.564367793e-12,5.260630229e-05,False,2.314842707e-11,0.9104558583,False,1.055098366e-12,0.02253408798,1.143793505e-10,2.006903148e-10,5.117346444e-10,0.03080020909,3.385744036e-10,0.9104558583,8.560944152e-11,9.948759414e-10,0.05874392387,5.340984775e-09,7.322605798e-10,1.87170956e-10,2.088643213e-10
2009-08-31,rstr/A_low/spread_low,409818.3655,33.95305023,1.529679217,0.6208649107,1.565892531,govt_2y,0.005389281136,0.007182833553,0.7622048832,0.03052659153,108.6135542,0.007654070666,0.4606343472,0.0003096188814,optimal,CLARABEL,0,,False,9,0.6814192425,1.951138894,True,1.448443493,0.001377930093,0.001989132581,2.99011589e-06,0.0003096188814,False,4.122735852e-12,0.001192719539,False,1.676583115e-11,0.6814192425,False,3.484137524e-12,0.4606343472,2.335531082e-10,3.90268608e-10,2.721547196e-09,0.03071520041,8.240263375e-10,0.6814192425,2.092790786e-10,2.217711252e-09,0.09002414219,0.197841406,1.327450388e-09,4.155614803e-10,4.980050063e-10
2009-09-30,rstr/A_low/spread_low,414696.6814,38.85776396,1.750650193,0.6558045996,2.171443475,govt_2y,0.004804675397,0.006493626752,0.8709214257,0.02408293624,181.9205377,0.007226280267,0.08387724353,7.680768573e-05,optimal,CLARABEL,0,,False,9,0.6715406628,1.947340475,True,1.438713992,0.0008138933686,0.002029118492,2.469714455e-07,7.680768573e-05,False,3.069527869e-12,0.0002626654766,False,1.126668015e-11,0.6715406628,False,1.94331774e-12,0.08387724353,1.630390739e-10,6.486504829e-10,2.946336553e-09,0.02449824089,5.659877114e-10,0.6715406628,1.509142323e-10,1.674364512e-09,0.0632176982,0.2407433899,7.41738121e-10,5.70725797e-10,7.300724665e-10
2009-10-30,rstr/A_low/spread_low,414586.4946,59.56165657,2.683418059,0.9116090106,3.264481796,govt_2y,0.004550291059,0.006903827677,0.8430862886,0.04205473974,234.684901,0.00728887702,0.04428553605,1.238122799e-05,optimal,CLARABEL,0,,False,8,0.6795245879,1.940990651,True,1.444853441,-0.0007423689999,0.003164375502,0.0003338712482,1.238122799e-05,False,1.000513219e-11,6.454214554e-05,False,3.457978349e-11,0.6795245879,False,5.6915363e-12,0.04428553605,4.125308136e-10,6.314852341e-10,0.008087204888,0.03285550758,2.392082002e-09,0.6795245879,4.364475331e-10,9.074546647e-09,0.05842440907,0.2211082732,2.517147478e-09,8.654858932e-10,1.076852171e-09
2009-11-30,rstr/A_low/spread_low,420081.0069,72.6327747,3.272308236,1.144057494,3.263079404,govt_2y,0.004310852875,0.006923504703,0.8960789573,0.04017486502,327.1893636,0.007693104314,0.2005314817,5.081411474e-05,optimal,CLARABEL,0,,False,8,0.5952918726,2.419789564,True,1.608010696,-0.001061873841,0.004298687532,0.001184317902,5.081411474e-05,False,9.840951044e-12,0.002237171553,False,2.437971742e-11,0.5952918726,False,5.486415561e-12,0.2005314817,4.816894619e-10,3.698534659e-10,2.290348544e-09,0.05347140316,5.373235615e-09,0.5952918726,3.044165063e-10,0.03883163949,0.1027183738,0.2096866978,2.947933548e-09,8.18119895e-10,5.130559582e-10
2009-12-31,rstr/A_low/spread_low,416845.2775,116.6428918,5.255086246,1.74468073,5.384419136,govt_2y,0.004230732022,0.009571728017,0.9181341339,0.04645910702,248.4076533,0.007813293438,0.2514700736,5.349395458e-05,optimal,CLARABEL,0,,False,8,0.5099297037,3.062780873,True,1.798250938,-0.002164911672,0.007120763273,0.002206511347,5.349395458e-05,False,3.24287554e-11,0.006232096444,False,6.064694313e-11,0.5099297037,False,1.712066682e-11,0.2514700736,1.280150005e-09,8.07250073e-10,5.349329592e-09,0.0606102166,8.15036839e-09,0.5099297037,6.670679422e-10,0.1444905574,0.1168189239,0.1681504815,9.334174453e-08,5.190804037e-09,2.219414992e-09
2010-01-29,rstr/A_low/spread_low,419316.7215,86.44376899,3.894531888,1.492219918,3.741466049,govt_2y,0.004069319326,0.009648294364,0.9512455286,0.03203788945,278.2871053,0.007234584123,0.3451748164,7.069947493e-05,optimal,CLARABEL,0,,False,8,0.5958505895,2.443546283,True,1.658505916,-0.001855509943,0.004524398357,0.001351752336,7.069947493e-05,False,2.728388659e-11,0.008572926738,False,5.922219307e-11,0.5958505895,False,1.593951944e-11,0.3451748164,1.015469765e-09,7.650383974e-10,2.132917739e-09,0.03321043025,5.530439408e-09,0.5958505895,6.79773186e-10,1.048110961e-07,0.1209857865,0.1850789033,0.06487416884,2.535486057e-09,4.108181232e-09
2010-02-26,rstr/A_low/spread_low,422921.0298,62.65346716,2.822712714,0.9096311025,2.970495344,govt_2y,0.003997730605,0.008336975754,0.9492348437,0.02468116025,276.0420529,0.00712086968,0.07599219416,1.102181493e-05,optimal,CLARABEL,0,,False,8,0.5833830192,2.526804969,True,1.713007511,0.0002419194181,0.003176955888,0.0005671109783,1.102181493e-05,False,5.346090992e-12,0.0001204417645,False,1.307777938e-11,0.5833830192,False,2.885103137e-12,0.07599219416,2.030168037e-10,2.444763943e-10,4.934019342e-10,0.0206133052,1.526194216e-09,0.5833830192,1.655353729e-10,6.147272976e-09,0.1293990825,0.1701324547,0.09647212777,6.903189452e-10,1.201471349e-09
2010-03-31,rstr/A_low/spread_low,423790.3471,78.27418496,3.526469437,1.196261241,3.645775271,govt_2y,0.003844726634,0.008068917543,0.9071744134,0.03457273255,230.7287352,0.00705942036,0.2242738325,4.632509556e-05,optimal,CLARABEL,0,,False,9,0.5763678431,2.358792661,True,1.7172396,-0.0004836616783,0.003900826555,0.0009595206666,4.632509556e-05,False,1.004232246e-11,0.0004397470189,False,2.405869609e-11,0.5763678431,False,5.744567989e-12,0.2242738325,3.694663183e-10,3.14863528e-10,6.64507518e-10,0.02673495824,4.923289874e-09,0.5763678431,3.573044202e-10,5.251891205e-08,0.1201306379,0.2767664698,2.834335377e-08,1.132525727e-09,2.293826989e-09
2010-04-30,rstr/A_low/spread_low,430019.3174,84.86499271,3.823403632,1.485660548,3.921994151,govt_2y,0.003705025495,0.009946963094,0.9455766079,0.03667140168,269.2583633,0.007191489392,0.1270413936,6.538469836e-06,optimal,CLARABEL,0,,False,9,0.5213339126,2.470408177,True,1.829384675,-0.0007986405269,0.00438900693,0.0007725693999,6.538469836e-06,False,2.190049967e-12,0.0003284009469,False,4.524904835e-12,0.5213339126,False,1.158694254e-12,0.1270413936,8.609843975e-11,9.85673676e-11,5.292551194e-10,0.01390473559,3.391993152e-10,0.5213339126,5.087268143e-11,7.171614117e-10,0.1210086066,0.3437527212,4.124843672e-10,9.80782109e-10,2.078540122e-08
2010-05-28,rstr/A_low/spread_low,426884.9225,106.6638119,4.80550098,1.871661262,4.996258847,govt_2y,0.004041485501,0.008552079937,0.8263020368,0.06015687974,199.4486573,0.007599197292,0.2345398078,3.942639041e-05,optimal,CLARABEL,0,,False,8,0.4825391562,2.999704754,True,1.949651856,-0.002851010505,0.00615960042,0.001723749168,3.942639041e-05,False,2.254245654e-11,0.0003601259108,False,4.389248605e-11,0.4825391562,False,1.287036762e-11,0.2345398078,5.947795434e-10,5.407989878e-10,1.257375533e-09,0.03682706441,2.85732961e-08,0.4825391562,1.345699095e-09,1.797622126e-08,0.1041121582,0.2816478428,0.09487372044,1.998092601e-09,5.572750419e-09
2010-06-30,rstr/A_low/spread_low,433465.643,51.69591915,2.329044742,0.7779311286,2.974786512,govt_2y,0.003880962955,0.008635698075,0.8028300911,0.03799608133,110.2567337,0.007227456601,0.4505563788,0.0001150643451,optimal,CLARABEL,0,,False,7,0.5878889441,2.536714655,True,1.668751711,0.001574804083,0.002700394698,0.0002839742994,0.0001150643451,False,7.422180085e-12,0.0008254668914,False,1.810538411e-11,0.5878889441,False,4.956169625e-12,0.4505563788,2.315397922e-10,3.119416655e-10,8.783952741e-10,0.08914929572,0.04883445033,0.5878889441,1.067708202e-09,0.01403841223,0.08397560971,0.1761132737,7.993573531e-09,9.909136275e-10,2.660383616e-09
2010-07-30,rstr/A_low/spread_low,436046.9474,66.95822747,3.016654122,1.01874853,3.743718388,govt_2y,0.003699605987,0.009839899421,0.8502823771,0.04672421509,134.0004966,0.007353948173,0.2878982482,4.104419125e-05,optimal,CLARABEL,0,,False,7,0.4904045148,2.86573577,True,1.841330142,0.002145803831,0.003621138018,0.0001657566699,4.104419125e-05,False,4.489346052e-12,0.0006304931522,False,9.22346297e-12,0.4904045148,False,3.094100811e-12,0.2878982482,1.457130653e-10,2.160601083e-10,6.663624793e-10,0.05785021965,0.06099442465,0.4904045148,5.112280641e-10,0.01149776642,0.06851021769,0.310742852,2.156191243e-09,4.109152471e-10,7.19604089e-10
2010-08-31,rstr/A_low/spread_low,443064.9874,111.197005,5.009733922,1.800215512,5.310991631,govt_2y,0.003490908069,0.004624542602,0.6188778834,0.06000601557,349.812744,0.00801400161,0.8821462761,0.0002531604928,optimal,CLARABEL,0,,False,8,0.3747698474,3.803252487,True,2.252980031,-0.0003078596628,0.007141541113,0.000740410739,0.0002531604928,False,3.43650864e-11,0.01911736917,False,4.269826987e-11,0.3747698474,False,2.396263937e-11,0.8821462761,1.149880158e-09,1.266334021e-09,4.246159139e-08,0.03278550184,1.369050896e-08,0.2138346717,6.551767173e-10,0.3747698474,0.1445415663,0.2340683384,3.399671398e-09,2.80373688e-09,8.951288133e-09
2010-09-30,rstr/A_low/spread_low,447530.4124,109.4829818,4.932512418,1.785031155,5.631282537,govt_2y,0.003357459231,0.009410250429,0.8730737874,0.06628782265,242.2042905,0.007905052411,0.4521474787,8.258012168e-05,optimal,CLARABEL,0,,False,7,0.3246137604,4.009336311,True,2.021444161,0.001032003569,0.006841575509,0.0007456473797,8.258012168e-05,False,2.753138435e-11,0.009381752363,False,4.272076281e-11,0.3246137604,False,2.127770682e-11,0.4521474787,9.797906436e-10,1.1011205e-09,4.783478629e-09,0.04892677546,0.02201419406,0.3246137604,1.055124593e-09,0.1787133664,0.1164216492,0.3093102392,3.648952954e-09,1.932901811e-09,1.739353873e-09
2010-10-29,rstr/A_low/spread_low,449392.4136,169.3268545,7.628645097,3.220161273,7.938359256,govt_2y,0.003125909133,0.005587178232,0.4971385268,0.06715339376,219.8007714,0.007688107673,0.3799341878,6.744194305e-05,optimal,CLARABEL,0,,False,7,0.3097471646,4.112715762,True,2.050265189,-0.003031914751,0.01000840232,0.001739560763,6.744194305e-05,False,2.721262146e-11,0.006190164572,False,4.47371108e-11,0.3097471646,False,2.007003147e-11,0.3799341878,8.678320552e-10,6.292314005e-10,1.28887978e-09,0.03392316639,0.005396181647,0.2716000616,9.06656706e-10,0.3097471646,0.1771843647,0.2021490514,3.138712947e-09,1.576337342e-09,1.382887754e-09
2010-11-30,rstr/A_low/spread_low,446143.2081,148.8466496,6.705954984,3.358070608,6.622484838,govt_2y,0.003216265235,0.006896162883,0.7029772815,0.04690270189,149.98263,0.007937612834,0.1968413143,3.243467277e-05,optimal,CLARABEL,0,,False,8,0.3439210089,3.874759183,True,1.757631027,-0.004395177362,0.009378186982,0.003113303318,3.243467277e-05,False,1.654431546e-11,0.001986272362,False,3.286147189e-11,0.3439210089,False,1.197702806e-11,0.1968413143,6.367150424e-10,4.466692403e-10,7.870521176e-10,0.02081458893,8.515586548e-09,0.3439210089,6.301624208e-10,0.2642906573,0.2042665288,0.1667071715,3.137729224e-08,1.117691361e-09,1.011224676e-09
2010-12-30,rstr/A_low/spread_low,444483.8572,115.3693877,5.197711352,2.612465332,5.092102604,govt_2y,0.003437182403,0.006715014238,0.6715662587,0.04265101286,132.5320017,0.00748631902,0.3203566133,5.419078102e-05,optimal,CLARABEL,0,,False,8,0.4792337462,3.180251121,True,1.46822839,-0.004137464442,0.006465874158,0.002507127031,5.419078102e-05,False,1.967219921e-11,0.00373154357,False,4.791775414e-11,0.4792337462,False,1.522865752e-11,0.3203566133,7.39912434e-10,5.151811478e-10,8.05407212e-10,0.04638522442,3.194945666e-08,0.4792337462,1.319775281e-09,0.1744066335,0.2100456095,0.08992871327,3.439768382e-08,1.557703408e-09,1.934324543e-09
2011-01-31,rstr/A_low/spread_low,445572.44,117.4211047,5.290146903,3.082868234,4.824438522,govt_2y,0.0032662151,0.01031471231,0.9039913803,0.04561608545,180.4202244,0.00742181119,0.0983984821,1.133913709e-05,optimal,CLARABEL,0,,False,8,0.4789886254,3.188484002,True,1.453904031,-0.005081195975,0.006467939748,0.002164737622,1.133913709e-05,False,4.767796681e-12,0.001920770517,False,1.362138705e-11,0.4789886254,False,3.853904504e-12,0.0983984821,2.236938418e-10,1.66408721e-10,2.53405698e-10,0.05280929664,3.397203166e-09,0.4789886254,4.279555138e-10,0.1257869689,0.2302132009,0.1122019004,1.993676744e-09,6.226840513e-10,6.933681325e-10
2011-02-28,rstr/A_low/spread_low,448495.3105,105.4913399,4.752677863,2.561017465,4.140306873,govt_2y,0.00351746477,0.01060998642,0.9734233732,0.008856070645,115.3846238,0.006558555352,0.1688123603,1.349101648e-05,optimal,CLARABEL,0,,False,8,0.5212681668,2.783135457,True,1.429965763,-0.004684486679,0.004537672886,0.001809279973,1.349101648e-05,False,7.757705684e-12,0.0009700123367,False,2.461730472e-11,0.5212681668,False,6.461866376e-12,0.1688123603,1.226351638e-09,5.821339354e-10,4.990712192e-10,0.01488029466,4.871714161e-09,0.5212681668,4.975507146e-10,0.149215239,0.2456410559,0.06899522203,3.312364655e-09,8.496770591e-09,2.147719116e-09
2011-03-31,rstr/A_low/spread_low,448170.9119,130.7480381,5.890562266,3.100138203,4.963067354,govt_2y,0.003577817813,0.01085061366,0.9499783468,0.02546606743,170.5776398,0.007430125832,0.1963695537,6.218667026e-05,optimal,CLARABEL,0,,False,8,0.444871042,3.330120903,True,1.618891367,-0.005340623956,0.007218176852,0.002252336857,6.218667026e-05,False,1.232211225e-11,0.0008485210529,False,3.381331242e-11,0.444871042,False,1.050349854e-11,0.1963695537,1.115390755e-09,4.770994952e-10,4.484089641e-10,0.04355520423,1.646158685e-08,0.444871042,8.187666143e-10,0.127224391,0.2644029771,0.1199463122,5.053558913e-08,1.988558055e-09,1.570578627e-09
2011-04-29,rstr/A_low/spread_low,455169.9138,129.2413895,5.82268356,3.026596148,5.077957328,govt_2y,0.003495458406,0.009893369658,0.9499529705,0.01820152083,146.5795585,0.006940014001,0.06520723611,1.020901051e-05,optimal,CLARABEL,0,,False,8,0.4729218145,3.161482086,True,1.612760046,-0.005486348053,0.006224755702,0.001893003349,1.020901051e-05,False,3.90274051e-12,0.000749453787,False,1.120919894e-11,0.4729218145,False,3.062932083e-12,0.06520723611,3.235806198e-10,1.458660565e-10,1.709136516e-10,0.04410911501,4.921883503e-09,0.4729218145,2.966364916e-10,0.1082860765,0.2536255174,0.1210574632,6.371870143e-09,6.045624087e-10,5.909816903e-10
2011-05-31,rstr/A_low/spread_low,457421.7805,164.3452644,7.404210624,3.755865108,6.679144203,govt_2y,0.003316059517,0.009980775208,0.9138350195,0.03794065253,177.6632507,0.007225368484,0.1488116967,2.358691412e-05,optimal,CLARABEL,0,,False,8,0.3980082433,3.682863948,True,1.803534442,-0.006401001842,0.008579800609,0.001837131239,2.358691412e-05,False,7.552226417e-12,0.0004368328294,False,1.843857062e-11,0.3980082433,False,6.169695351e-12,0.1488116967,3.713661586e-10,2.251785652e-10,2.325028912e-10,0.05446772594,3.695303017e-09,0.3980082433,3.775380362e-10,0.1097865701,0.2527094765,0.1850279692,8.069942126e-09,1.115061551e-09,8.019011536e-10
2011-06-30,rstr/A_low/spread_low,455445.963,136.6486396,6.156400753,2.829802303,5.815069151,govt_2y,0.003230646812,0.004880893629,0.6408943772,0.04502538323,246.7246533,0.007739788878,0.3446766968,8.2235106e-05,optimal,CLARABEL,0,,False,8,0.2846777563,4.121040331,True,2.017427177,-0.00377195398,0.008185845457,0.001426412709,8.2235106e-05,False,8.549678536e-12,0.006586190649,False,1.660243099e-11,0.2846777563,False,7.186128034e-12,0.3446766968,5.083439758e-10,3.20020417e-10,3.590999662e-10,0.05442181443,1.031466663e-08,0.2846777563,4.331463502e-10,0.2814466511,0.2507564609,0.1286972996,2.498958211e-09,2.196864507e-09,1.072507925e-09
2011-07-29,rstr/A_low/spread_low,462845.1167,111.0173847,5.00164153,2.150437432,4.709961684,govt_2y,0.003271475482,0.005046341799,0.8065669297,0.03398835297,293.797882,0.00776684599,0.2593539997,3.621595273e-05,optimal,CLARABEL,0,,False,9,0.3706093482,3.365406275,True,2.002921697,-0.002565789803,0.006697001242,0.001573737316,3.621595273e-05,False,7.353713374e-12,0.003290567167,False,1.752954288e-11,0.3706093482,False,6.47628096e-12,0.2593539997,4.950156591e-10,4.376728638e-10,5.17692065e-10,0.07524031689,3.685451546e-09,0.2942110266,4.63370808e-10,0.3706093482,0.2599392664,1.189039983e-08,1.522778351e-08,7.688833269e-09,1.391173702e-09
2011-08-31,rstr/A_low/spread_low,467899.072,124.5118275,5.609603659,2.247587236,5.479218077,govt_2y,0.003443367393,0.006600273207,0.8522865036,0.05242243082,338.3152986,0.008832674974,0.1040528735,0.0001155932434,optimal,CLARABEL,0,,False,9,0.3834894492,3.255434821,True,1.861393975,-0.002567275439,0.009713933065,0.002745098221,0.0001155932434,False,5.221676547e-12,0.0003279711311,False,1.411928906e-11,0.3834894492,False,4.939996042e-12,0.1040528735,4.160384662e-10,2.466481149e-10,2.788931534e-10,0.07634644923,1.698107183e-09,0.3348781724,2.626577399e-10,0.3834894492,0.2052858961,3.265218376e-09,1.844293026e-08,7.724270309e-09,7.392790097e-10
